Woonplaatsen in Nederland 2011
Kwadijk
De Kwakel
Kwintsheul
Laag Zuthem
Laag-Keppel
Laag-Soeren
Lage Mierde
Lage Vuursche
Lage Zwaluwe
Lageland
Lambertschaag
Lamswaarde
Landerum
Landgraaf
Landhorst
Landsmeer
Langbroek
Langedijke
Langelille
Langelo
Langenboom
Langerak
Langeveen
Langeweg
Langezwaag
Langweer
Laren
Laren
Lathum
Lattrop-Breklenkamp
Lauwersoog
Lauwerzijl
Ledeacker
Leek
Leende
Leens
Leerbroek
Leerdam
Leermens
Leersum
Leeuwarden
Legemeer
Leiden
Leiderdorp
Leidschendam
Leimuiden
Leimuiderbrug
Lekkerkerk
Lekkum
Lellens
Lelystad
Lemele
Lemelerveld
Lemiers
Lemmer
Lengel
Lent
Leons
Lepelstraat
Lettelbert
Lettele
Leunen
Leur
Leusden
Leuth
Leutingewolde
Leuvenheim
Leveroy
Lewedorp
Lexmond
Lichtaard
Lichtenvoorde
Liempde
Lienden
De Lier
Lierderholthuis
Lieren
Lierop
Lies
Lieshout
Liessel
Lievelde
Lieveren
Lijnden
Limbricht
Limmen
Linde
Linden
Linne
Linschoten
Lioessens
Lippenhuizen
Lisse
Lisserbroek
Lith
Lithoijen
Lobith
Lochem
Loenen
Loenen aan de Vecht
Loenersloot
Loënga
Loerbeek
Lollum
Lomm
Longerhouw
Loo Gld
Loo Gld
't  Loo Oldebroek
Loon
Loon op Zand
Loosbroek
Loosdrecht
Loozen
Lopik
Lopikerkapel
Loppersum
Losdorp
Losser
Lottum
Lucaswolde
Luddeweer
Luinjeberd
Lunteren
Lutjebroek
Lutjegast
Lutjewinkel
de Lutte
Luttelgeest
Lutten
Luttenberg
Luxwoude
Luyksgestel
Lytsewierrum
Maarheeze
Maarn
Maarsbergen
Maarssen
Maartensdijk
Maasbommel
Maasbracht
Maasbree
Maasdam
Maasdijk
Maashees
Maasland
Maassluis
Maastricht
Maastricht-Airport
Maasvlakte Rotterdam
Macharen
Made
Makkinga
Makkum
Malden
Mander
Manderveen
Mantgum
Mantinge
Maren-Kessel
Margraten
Maria Hoop
Mariahout
Mariaparochie
Mariënberg
Mariënheem
Mariënvelde
Marijenkampen
Markelo
Marken
Markenbinnen
Marknesse
Marle
Marrum
Marssum
Marum
Marwijksoord
Mastenbroek
Mastenbroek
Matsloot
Maurik
Mechelen
Medemblik
Meeden
Meedhuizen
Meerkerk
Meerlo
De Meern
Meerssen
Meerstad
Meeuwen
Megchelen
Megen
Meijel
Melderslo
Melick
Meliskerke
Melissant
Menaldum
Mensingeweer
Meppel
Meppen
Merkelbeek
Merselo
Meteren
Meterik
Metslawier
Mheer
Middelaar
Middelburg
Middelharnis
Middelie
Middelstum
Middenbeemster
Middenmeer
Midlaren
Midlum
Midsland
Midwolda
Midwolde
Midwoud
Miedum
Mierlo
Mijdrecht
Mijnsheerenland
Mildam
Milheeze
Mill
Millingen aan de Rijn
Milsbeek
Minnertsga
Mirns
Moddergat
De Moer
Moerdijk
Moergestel
Moerkapelle
Moerstraten
Molenaarsgraaf
Molenhoek
Molenschot
Molkwerum
Monnickendam
Monster
Montfoort
Montfort
Mook
Mookhoek
Moordrecht
Moorveld
Morra
De Mortel
Muiden
Muiderberg
Mûnein
Munnekeburen
Munnekezijl
Munstergeleen
Muntendam
Mussel
Musselkanaal
Naaldwijk
Naarden
Nagele
Nederasselt
Nederhemert
Nederhorst den Berg
Nederland
Nederweert
Nederweert-Eind
Neede
Neer
Neerijnen
Neeritter
Neerkant
Neerlangel
Neerloon
Nes
Nes
Nes
Netersel
Netterden
Niawier
Nibbixwoud
Niebert
Niehove
Niekerk
Niekerk
Nietap
Nieuw Annerveen
Nieuw Beerta
Nieuw- en Sint Joosland
Nieuw Heeten
Nieuw Namen
Nieuw Scheemda
Nieuwaal
Nieuw-Amsterdam
Nieuw-Balinge
Nieuw-Beijerland
Nieuw-Buinen
Nieuw-Dordrecht
Nieuwdorp
Nieuwe Niedorp
Nieuwe Pekela
Nieuwe Wetering
Nieuwebrug
Nieuwediep
Nieuwegein
Nieuwehorne
Nieuwendijk
Nieuwer Ter Aa
Nieuwerbrug aan den Rijn
Nieuwerkerk
Nieuwerkerk aan den IJssel
Nieuweroord
Nieuweroord
Nieuwersluis
Nieuweschoot
Nieuwe-Tonge
Nieuwkoop
Nieuwkuijk
Nieuwland
Nieuwlande
Nieuwlande Coevorden
Nieuw-Lekkerland
Nieuwleusen
Nieuwolda
Nieuwpoort
Nieuw-Roden
Nieuw-Schoonebeek
Nieuwstadt
Nieuwveen
Nieuw-Vennep
Nieuwvliet
Nieuw-Vossemeer
Nieuw-Weerdinge
Niezijl
Niftrik
Nigtevecht
Nij Altoenae
Nij Beets
Nijbroek
Nijeberkoop
Nijega
Nijehaske
Nijeholtpade
Nijeholtwolde
Nijelamer
Nijemirdum
Nijensleek
Nijetrijne
Nijeveen
Nijhuizum
Nijkerk
Nijkerkerveen
Nijland
Nijlande
Nijmegen
Nijverdal
Nispen
Nisse
Nistelrode
Noardburgum
Nooitgedacht
Noorbeek
Noordbeemster
Noordbroek
Noordeinde
Noordeinde Gld
Noordeloos
Noorden
Noordgouwe
Noordhoek
Noordhorn
Noordlaren
Noord-Scharwoude
Noordscheschut
Noord-Sleen
Noordwelle
Noordwijk
Noordwijk
Noordwijkerhout
Noordwolde
Noordwolde
Nootdorp
Norg
Notter
Nuenen
Nuis
Nuland
Numansdorp
Nunhem
Nunspeet
Nuth
Nutter
Obbicht
Obdam
Ochten
Odijk
Odiliapeel
Odoorn
Odoornerveen
Oeffelt
Oegstgeest
Oene
Oentsjerk
Den Oever
Offingawier
Ohé en Laak
Oijen
Oirlo
Oirsbeek
Oirschot
Oisterwijk
Okkenbroek
Olburgen
Oldeberkoop
Oldebroek
Oldeholtpade
Oldeholtwolde
Oldehove
Oldekerk
Oldelamer
Oldemarkt
Oldenzaal
Oldenzijl
Oldeouwer
Oldetrijne
Olst
Olterterp
Ommel
Ommen
Ommeren
Onderdendam
Onna
Onnen
Onstwedde
Ooij
Ooltgensplaat
Oost West en Middelbeers
Oostburg
Oostdijk
Oosteind
Oosterbeek
Oosterbierum
Oosterblokker
Oosterend
Oosterend Nh
Oosterhesselen
Oosterhout
Oosterhout
Oosterland
Oosterleek
Oosternieland
Oosternijkerk
Oosterstreek
Oosterwijk
Oosterwijtwerd
Oosterwolde
Oosterwolde Gld
Oosterzee
Oost-Graftdijk
Oosthem
Oosthuizen
Oostkapelle
Oostknollendam
Oostrum
Oostrum
Oost-Souburg
Oostvoorne
Oostwold
Oostwold
Oostwoud
Oostzaan
Ootmarsum
Opeinde
Opende
Ophemert
Opheusden
Opijnen
Oploo
Opmeer
Oppenhuizen
Opperdoes
Oranje
Oranjewoud
Orvelte
Ospel
Oss
Ossendrecht
Ossenisse
Ossenwaard
Ossenzijl
Oterleek
Otterlo
Ottersum
Ottoland
Oud Ade
Oud Annerveen
Oud Gastel
Oud Ootmarsum
Oud Zuilen
Oud-Alblas
Oud-Beijerland
Ouddorp
Oude Meer
Oude Niedorp
Oude Pekela
Oude Wetering
Oude Willem
Oudebildtzijl
Oudega
Oudega
Oudega
Oudehaske
Oudehorne
Oudelande
Oudemirdum
Oudemolen
Oudemolen
Oudenbosch
Oudendijk
Oudenhoorn
Ouderkerk aan de Amstel
Ouderkerk aan den IJssel
Oudeschans
Oudeschild
Oudeschip
Oudeschoot
Oudesluis
Oude-Tonge
Oudewater
Oudezijl
Oudkarspel
Oudkarspel
Oudorp
Oud-Vossemeer
Oudwoude
Ouwerkerk
Ouwsterhaule
Ouwster-Nijega
Overasselt
Overberg
Overdinkel
Overlangel
Overloon
Overschild
Overslag
Overveen
Ovezande
Paasloo
Paesens
Pannerden
Panningen
Papekop
Papendrecht
Papenhoven
Papenvoort
Parrega
Paterswolde
Peest
Peins
Peize
Peperga
Pernis Rotterdam
Persingen
Pesse
Pesse
Petten
Philippine
Piaam
Piershil
Pieterburen
Pietersbierum
Pieterzijl
Pijnacker
Pingjum
Plasmolen
Poederoijen
Poeldijk
De Pol
Polsbroek
Poortugaal
Poortvliet
Poppenwier
Ten Post
Posterholt
Prinsenbeek
Puiflijk
De Punt
Punthorst
Purmer
Purmer
Purmerend
Purmerland
Puth
Putte
Putten
Puttershoek
Raalte
Raamsdonk
Raamsdonksveer
Raard
Radewijk
Radio Kootwijk
Raerd
Randwijk
Ransdaal
Rasquert
Ravenstein
Ravenswaaij
Ravenswoud
Readtsjerk
Reah_s
Reduzum
Reek
Reeuwijk
Reijmerstok
Reitsum
Rekken
Renesse
Renkum
Renswoude
Ressen
Retranchement
Reusel
Reutum
Reuver
Rha
Rheden
Rhee
Rheeze
Rheezerveen
Rhenen
Rhenoy
Rhoon
Ridderkerk
Ried
Riel
Rien
Riethoven
Rietmolen
Rijen
Rijkevoort
Rijkevoort-De Walsert
Rijnsaterwoude
Rijnsburg
De Rijp
Rijpwetering
Rijs
Rijsbergen
Rijsenhout
Rijssen
Rijswijk
Rijswijk
Rijswijk (GLD)
Rilland
Rinsumageast
De Rips
Ritthem
Rockanje
Roden
Roderesch
Roderwolde
Roelofarendsveen
Roermond
Rogat
Roggel
Rohel
Rolde
Roodeschool
Roosendaal
Roosteren
Rosmalen
Rossum
Rossum
Roswinkel
Rotstergaast
Rotsterhaule
Rotterdam
Rotterdam-Albrandswaard
Rottevalle
Rottum
Rottum
Rouveen
Rozenburg
Rozenburg
Rozendaal
Rucphen
Ruigahuizen
Ruinen
Ruinen
Ruinerwold
Rumpt
Rutten
Ruurlo
Ryptsjerk
's Gravenmoer
Saaksum
Saasveld
Saaxumhuizen
Sambeek
Sandfirden
Santpoort-Noord
Santpoort-Zuid
Sappemeer
Sas van Gent
Sassenheim
Sauwerd
Schagen
Schagerbrug
Schaijk
Schalkhaar
Schalkwijk
Schalsum
Schardam
Scharendijke
Scharmer
Scharnegoutum
Scharsterbrug
Scharwoude
Scheemda
Scheerwolde
Schellinkhout
Schelluinen
Schermerhorn
Scherpenisse
Scherpenzeel
Scherpenzeel
Schettens
Scheulder
Schiedam
Schiermonnikoog
Schijf
Schijndel
Schildwolde
Schimmert
Schin op Geul
Schingen
Schinnen
Schinveld
Schipborg
Schiphol
Schiphol-Rijk
De Schiphorst
Schipluiden
Schokland
Schoondijke
Schoonebeek
Schoonhoven
Schoonloo
Schoonoord
Schoonrewoerd
Schoorl
Schore
Schouwerzijl
Schraard
Schuinesloot
Sebaldeburen
Sellingen
Serooskerke
Serooskerke
Sevenum
Sexbierum
Sibculo
Sibculo
Sibrandabuorren
Sibrandah_s
Siddeburen
Siebengewald
Siegerswoude
Sijbekarspel
Silvolde
Simonshaven
Simpelveld
Sinderen
Sint Agatha
Sint Annen
Sint Anthonis
Sint Geertruid
Sint Hubert
Sint Jansklooster
Sint Jansteen
Sint Joost
Sint Kruis
Sint Maarten
Sint Maartensbrug
Sint Maartensvlotbrug
Sint Nicolaasga
Sint Odiliënberg
Sint Pancras
Sint Philipsland
Sint-Annaland
Sintjohannesga
Sint-Maartensdijk
Sint-Michielsgestel
Sint-Oedenrode
Sirjansland
Sittard
Slagharen
Slappeterp
Sleen
Sleeuwijk
Slenaken
Sliedrecht
Slijkenburg
Slijk-Ewijk
Slochteren
Slootdorp
Sloten
Sluis
Sluiskil
Smakt
Smalle Ee
Smallebrugge
Smilde
Smilde
Snakkerburen
Sneek
Snelrewaard
Snikzwaag
Soerendonk
Soest
Soesterberg
Someren
Sommelsdijk
Son
Sondel
Sonnega
Spaarndam
Spaarndam gem. Haarlem
Spanbroek
Spanga
Spankeren
Spannum
Spaubeek
Spier
Spier
Spierdijk
Spijk
Spijk
Spijk
Spijkenisse
Spijkerboor
Spijkerboor
Sprang-Capelle
Sprundel
Spui
St. Willebrord
St.-Annaparochie
St.-Jacobiparochie
Stad aan 't Haringvliet
Stadskanaal
Stampersgat
Standdaarbuiten
Staphorst
Starnmeer
Startenhuizen
Startenhuizen
Stavenisse
Stavoren
Stedum
De Steeg
Steenbergen
Steenbergen
Steendam
Steenderen
Steenenkamer
Steensel
Steenwijk
Steenwijkerwold
Stegeren
Steggerda
Stein
Stellendam
Sterksel
Stevensbeek
Stevensweert
Steyl
Stieltjeskanaal
Stiens
Stitswerd
Stokkum
Stolwijk
Stompetoren
Stoutenburg
Stoutenburg Noord
Stramproy
Streefkerk
Striep
Strijbeek
Strijen
Strijensas
Stroe
Stroobos
Stuifzand
Stuifzand
Sumar
Surhuisterveen
Surhuizum
Susteren
Suwâld
Swalmen
Sweikhuizen
Swichum
Swifterbant
Swolgen
Taarlo
Teeffelen
Teerns
Tegelen
Terband
Terborg
Terheijden
Terherne
Terhole
Terkaple
Termunten
Termunterzijl
Ternaard
Terneuzen
Teroele
Terschuur
Tersoal
Terwispel
Terwolde
Teteringen
Teuge
Thesinge
Tholen
Thorn
Tiel
Tiendeveen
Tiendeveen
Tienhoven
Tienhoven
Tienray
Tijnje
De Tike
Tilburg
Tilligte
Tinallinge
Tinte
Tirns
Tjalhuizum
Tjalleberd
Tjerkgaast
Tjerkwerd
Tjuchem
Tolbert
Toldijk
Tolkamer
Tollebeek
Tonden
Toornwerd
Tricht
Triemen
Tripscompagnie
Tubbergen
Tuil
Tuitjenhorn
